MaxTouch Analyzer Version :,Sensor Inspector Ver.2.18
Log Create Time :,2019/05/07 14:17:32
Output File Name :, Log\PASS\_504E3835332E3120FF0A0C0CFFFF0D0D_HC-107082-NB_0507_141732.csv
Windows OS Version :, Windows 7,
Device in System =, \\?\hid#vid_03eb&pid_6123#6&2ffc47e&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}(QRG-I/F)
Port in System =, PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(6)
Bridge board =, USB5030
Device Address =, 0x4B
Power switching =, False
Spend time =, 25.6
Memory(MB) =, 4279
Test Profile =, Default
Operator ID #, 
WorkStation ID #, HC-107082-NB
Barcode FPC #, 
Barcode CG #, 
Barcode LCM #, 
Maxtouch =, maXTouch mXT2954T2
Control File =, C:\mxt336U.txt (MD5: )Control File doesn't exist)
Family ID =, 0xA4
Variant ID =, 0x0D
Revision ID =, 0x03
Bootloader ID =, 0x5304
FW Version =, 0x23AB
Config Version =, 0x0103
Internal Config Version =, 0x0000
XCFG CheckSum=, 0x9F1F72, 
Chip CheckSum =, 0x9F1F72
Chip Device Unique ID =, 504E3835332E3120FF0A0C0CFFFF0D0D
Matrix X Size =, 41
Matrix Y Size =, 72
Screen X Size =, 38
Screen Y Size =, 51
T8 Charge Time =, 23
T9 / T100 Sensor Gain =, 13

/////////////////////////
// Overall Test Result //
/////////////////////////
PASS
OVERALL: PASS

//////////////////////
// Test Matrix list //
//////////////////////
Overall,PASS
Test Options,0) Inspector Options,PASS,Pass
Chip Upgrade,2) Chip ID check,PASS,Pass. FID:A4 VID:0D RID:03
Chip Upgrade,3) Load Firmware,PASS,Pass. Version matches. Skip.
Chip Upgrade,4) Confirm Firmware,PASS,Pass. Version match 0x23AB
Chip Upgrade,6) Load Configure,PASS,Pass. Chksum 0x9F1F72 match. Skip
Chip Upgrade,7) Confirm CheckSum,PASS,Pass. Chksum 0x9F1F72 match.
HW Test,14) Reset Pin Open Test,PASS,Pass
HW Test,15) INT/CHG Pin Test,PASS,Pass
HW Test,16) Processor Test,PASS,Pass
HW Test,17) AVDD Test,PASS,Pass
HW Test,18) Pin Fault Test,PASS,Pass
HW Test,24) I2C Test,PASS,Pass. I2C mode: OBP. Addr: 0x4B matches
Sensor Test,26) Ref check - 1 region,PASS,Pass. sensor max:22351 min:21980 range:371 meets spec
Sensor Test,29) Sensor Variant,PASS,Pass
Sensor Test,36) MicroDefect,PASS,Pass. Max Diff 0.5(CX15-16) 0.4(BX36-37) 4.2(CY33-34) 4.1(BY0-1)

// Reference value
Reference Value at Charger Time=,23
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,
,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50
X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,



//// 36) MicroDefect
PASS
    Max Diff 0.5(CX15-16) 0.4(BX36-37) 4.2(CY33-34) 4.1(BY0-1)
============ Settings =================
Use Half CT reference = 11 (50.0%)
X Center THR = 8%
X Border THR = 13%
Y Center THR = 8%
Y Border THR = 13%
Max center error at X15-X16=0.52%  Y33-Y34=4.22%
=====================================
X Line,X0-X1,X1-X2,X2-X3,X3-X4,X4-X5,X5-X6,X6-X7,X7-X8,X8-X9,X9-X10,X10-X11,X11-X12,X12-X13,X13-X14,X14-X15,X15-X16,X16-X17,X17-X18,X18-X19,X19-X20,X20-X21,X21-X22,X22-X23,X23-X24,X24-X25,X25-X26,X26-X27,X27-X28,X28-X29,X29-X30,X30-X31,X31-X32,X32-X33,X33-X34,X34-X35,X35-X36,X36-X37,
Diff,0.05%,0.32%,0.10%,0.30%,0.18%,0.14%,0.06%,0.11%,0.50%,0.18%,0.01%,0.33%,0.15%,0.14%,0.17%,0.52%,0.00%,0.33%,0.16%,0.14%,0.23%,0.43%,0.03%,0.16%,0.10%,0.06%,0.14%,0.22%,0.40%,0.03%,0.08%,0.37%,0.06%,0.33%,0.12%,0.44%,0.35%,
Pass?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Y Line,Y0-Y1,Y1-Y2,Y2-Y3,Y3-Y4,Y4-Y5,Y5-Y6,Y6-Y7,Y7-Y8,Y8-Y9,Y9-Y10,Y10-Y11,Y11-Y12,Y12-Y13,Y13-Y14,Y14-Y15,Y15-Y16,Y16-Y17,Y17-Y18,Y18-Y19,Y19-Y20,Y20-Y21,Y21-Y22,Y22-Y23,Y23-Y24,Y24-Y25,Y25-Y26,Y26-Y27,Y27-Y28,Y28-Y29,Y29-Y30,Y30-Y31,Y31-Y32,Y32-Y33,Y33-Y34,Y34-Y35,Y35-Y36,Y36-Y37,Y37-Y38,Y38-Y39,Y39-Y40,Y40-Y41,Y41-Y42,Y42-Y43,Y43-Y44,Y44-Y45,Y45-Y46,Y46-Y47,Y47-Y48,Y48-Y49,Y49-Y50,
Diff,4.07%,1.58%,0.29%,0.99%,1.65%,0.12%,0.04%,0.11%,1.08%,1.81%,0.67%,0.79%,1.79%,2.42%,0.16%,0.95%,0.81%,2.05%,2.91%,1.16%,0.09%,1.46%,0.46%,1.38%,2.82%,2.27%,2.29%,0.48%,0.58%,0.15%,0.28%,0.13%,1.67%,4.22%,2.73%,1.79%,0.00%,1.02%,0.91%,0.36%,1.41%,3.88%,1.22%,0.44%,1.57%,2.02%,0.04%,0.78%,0.98%,2.46%,
Pass?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,





////
"Disclaimer: Atmel provides these tools to you for your assistance.  ATMEL ASSUMES NO LIABILITY WHATSOEVER AND DISCLAIMS ANY EXPRESS, IMPLIED OR STATUTORY WARRANTY RELATING TO THESE TOOLS, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, OR NON-INFRINGEMENT. IN NO EVENT SHALL ATMEL BE LIABLE FOR ANY DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE, SPECIAL OR INCIDENTAL DAMAGES (INCLUDING, WITHOUT LIMITATION, DAMAGES FOR LOSS AND PROFITS, BUSINESS INTERRUPTION, OR LOSS OF INFORMATION) ARISING OUT OF THE USE OR INABILITY TO USE THESE TOOLS OR FAILURE TO ACHIEVE PARTICULAR OUTCOMES WHEN USING THESE TOOLS, EVEN IF ATMEL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. Atmel reserves the right to make changes to tools and their specifications at any time without notice. Atmel does not make any commitment to update the tools provided."////
